month,avg_price,total_arrivals,year,china_garlic_export_qty,china_garlic_fob_usd,total_rain_mm,avg_max_temp,avg_min_temp,avg_soil_moisture
2017-06-01,2862.0,11116.0,2017,82000.0,67950.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,108000.0,71812.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,28000.0,23800.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,10920.0,8246.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,22000.0,28930.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,35350.0,32820.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,87000.0,72171.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,216000.0,220462.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,20500.0,23170.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,105000.0,210977.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,150500.0,196532.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,205132.0,246008.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,39360.0,93381.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,224500.0,329031.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,699800.0,674857.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,172270.0,290726.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,46000.0,89240.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,147000.0,215587.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,312000.0,339495.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,332000.0,266284.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,2426800.0,3167293.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,500880.0,512210.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,149000.0,101001.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,813000.0,791279.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,20605.0,22872.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1547620.0,1984540.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1634320.0,1989623.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,10666500.0,12916483.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,30600.0,25350.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,43500.0,49464.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,101500.0,114875.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,420200.0,401605.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,5606770.0,6439624.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,7138800.0,8133396.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,99880.0,63723.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1069787.0,1107371.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,4127920.0,5412811.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,60840.0,81967.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,411325.0,339231.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,77700.0,240093.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1690490.0,2084413.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,342000.0,477781.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,4887654.0,7345069.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,19340400.0,24667797.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1711549395.0,2188203666.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,2310143.0,4052633.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,26384500.0,30045123.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,2369072.0,4127492.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,8813000.0,8486056.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1091804.0,1344238.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,2853110.0,2668756.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,46028725.0,60865591.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,96210.0,80490.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,28822060.0,48623713.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,75757000.0,103216556.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1738420.0,2697470.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,59313320.0,76148113.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1447220.0,1856951.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,242380.0,322100.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,18349804.0,35368247.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,39382036.0,39026392.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,51964600.0,52546042.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,7493170.0,12450174.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,12375541.0,20918715.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,351470.0,498123.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1017320.0,1250258.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1281120.0,1638225.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,395287.0,696628.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1074462.0,1264443.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,2222070.0,2975388.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,178500.0,125375.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1377450.0,1448266.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,2039210.0,3228061.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,1563290.0,2328704.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,405000.0,309793.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,3109120.0,4083455.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,762398.0,2059871.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,2894670.0,3204127.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,998565.0,1546601.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,4920300.0,4019107.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
2017-06-01,2862.0,11116.0,2017,505840.0,548222.0,96.9,35.766666666666666,26.076666666666664,0.3295666666666667
